Name of University;Country;Continent;Exchange Program;Degree Level;Term Dates;Approximate Places Available;Requirements;University URL;Latitude;Longitude;Testimonials
Europa-Universität Flensburg;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-flensburg.de;54.77676588;9.458803583;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
European School of Management and Technology;Germany;Europe;Freemover;Bachelor/Master;;;;https://esmt.berlin;52.51576699;13.40148339;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Frankfurt School of Finance & Management;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.frankfurt-school.de/home;50.13306071;8.681224052;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Friedrich-Alexander-Universität Erlangen-Nürnberg;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.fau.de;49.59810638;11.00491921;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Ludwig-Maximilians-Universität (LMU);Germany;Europe;Freemover;Bachelor/Master;;;;https://www.lmu.de/de/index.html;48.15107595;11.58029005;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Philipps-Universität Marburg;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-marburg.de/de;50.81034508;8.774503468;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Ruhr-Universität Bochum;Germany;Europe;Freemover;Bachelor/Master;;;;http://www.ruhr-uni-bochum.de/de;51.44697988;7.260632013;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universität Hamburg;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-hamburg.de;53.56668443;9.994040492;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universität von Hohenheim ;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-hohenheim.de/startseite;48.71132678;9.212895652;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universität Konstanz;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-konstanz.de;47.68998138;9.188480639;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universität Leipzig ;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.uni-leipzig.de;51.33902004;12.3812838;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
WHU Otto Beisheim School of Management;Germany;Europe;Freemover;Bachelor/Master;;;;https://www.whu.edu/de/;50.4007494;7.611618325;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Ashesi University;Ghana;Africa;Freemover;Bachelor/Master;;;;https://www.ashesi.edu.gh;5.760979727;-0.218592824;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Aristotele University of Thessaloniki;Greece;Europe;Freemover;Bachelor/Master;;;;https://www.auth.gr/en/;40.63099926;22.95966228;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Budapest University of Technology and Economics;Hungary;Europe;Freemover;Bachelor/Master;;;;https://www.bme.hu/?language=en;47.48136958;19.05582672;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Reykjavik University;Iceland;Europe;Freemover;Bachelor/Master;;;;https://www.ru.is;64.12393221;-21.92640116;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Indian Institute of Management, Indore;India;Asia;Freemover;Bachelor/Master;;;;https://www.iimidr.ac.in;22.62586365;75.79129659;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Delhi;India;Asia;Freemover;Bachelor/Master;;;;https://www.du.ac.in;28.58985957;77.17312162;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Pune;India;Asia;Freemover;Bachelor/Master;;;;http://www.unipune.ac.in;18.55465141;73.83232332;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universitas Indonesia;Indonesia;Asia;Freemover;Bachelor/Master;;;;https://ui.ac.id;-6.354651702;106.8581333;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Trinity College;Ireland;Europe;Freemover;Bachelor/Master;;;;https://www.tcd.ie;53.34389596;-6.254174636;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University College Cork;Ireland;Europe;Freemover;Bachelor/Master;;;;https://www.ucc.ie/en/;51.89363163;-8.491437502;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Limerick;Ireland;Europe;Freemover;Bachelor/Master;;;;https://www.ul.ie;52.67369216;8.572115338;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Bar-Ilan University;Israel;Asia;Freemover;Bachelor/Master;;;;https://www.biu.ac.il/en;32.0693898;34.84352748;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Hebrew University of Jerusalem;Israel;Asia;Freemover;Bachelor/Master;;;;https://en.huji.ac.il;31.79482222;35.24198025;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Reichman University (IDC Herzliya);Israel;Asia;Freemover;Bachelor/Master;;;;https://www.runi.ac.il/en/;32.17605323;34.83835856;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Sant'Anna School of Advanced Studies;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.santannapisa.it/it;43.72100484;10.4030863;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università Ca' Foscari di Venezia;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.unive.it;45.43467399;12.32670766;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università Cattolica del Sacro Cuore;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.unicatt.it;45.51027191;9.314507621;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli studi Carlo Bo di Urbino;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.uniurb.it;43.7233953;12.63576143;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli studi di Firenze;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.unifi.it;43.77983429;11.25986629;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Milano-Biocca;Italy;Europe;Freemover;Bachelor/Master;;;;https://en.unimib.it;45.51850407;9.214214482;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli studi di Roma La Sapienza;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.uniroma1.it/it/pagina-strutturale/home;41.90444905;12.51776033;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli Studi di Roma Tor Vergata;Italy;Europe;Freemover;Bachelor/Master;;;;https://web.uniroma2.it;41.85292572;12.6339955;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli Studi di Siena;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.unisi.it;43.32119994;11.33269548;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Università degli studi Roma Tre;Italy;Europe;Freemover;Bachelor/Master;;;;https://www.uniroma3.it;41.86544092;12.46617105;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Ritsumeikan University;Japan;Asia;Freemover;Bachelor/Master;;;;https://en.ritsumei.ac.jp;35.0428658;135.7518113;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
American University of Central Asia;Kyrgyzstan;Asia;Freemover;Bachelor/Master;;;;https://www.auca.kg;42.81147906;74.62779953;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
International University of Kyrgyzstan;Kyrgyzstan;Asia;Freemover;Bachelor/Master;;;;https://mukr.iuk.kg/main-eng;42.87870199;74.59032226;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Latvia;Latvia;Europe;Freemover;Bachelor/Master;;;;https://www.lu.lv/en/;56.9509502;24.11644194;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Vilnius University;Lithuania ;Europe;Freemover;Bachelor/Master;;;;https://www.vu.lt;54.68266871;25.28720701;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Swinburne University of Technology;Malaysia;Asia;Freemover;Bachelor/Master;;;;https://www.swinburne.edu.au;-37.38259691;144.8631734;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Malaya;Malaysia;Asia;Freemover;Bachelor/Master;;;;https://www.um.edu.my;3.122183907;101.6574019;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
L-Università ta' Malta;Malta;Europe;Freemover;Bachelor/Master;;;;https://www.um.edu.mt;35.90246771;14.48493632;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
ITESO Universidad Jesuita de Guadalajara;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.iteso.mx;20.60857038;-103.4139305;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Anáhuac Queréraro;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.anahuac.mx/queretaro/;20.68046247;-100.3125447;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Guadalajara;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.udg.mx;20.67663937;-103.3588926;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de las Americas Puebla;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.udlap.mx/web/;19.05507702;-98.28402688;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Monterrey;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.udem.edu.mx/es;25.66106395;-100.4197204;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Iberoamericana IBERO;Mexico;North America;Freemover;Bachelor/Master;;;;https://ibero.mx;19.3701562;-99.26199868;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Nacional Autonoma de Mexico;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.unam.mx;19.33330119;-99.18323293;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Popular Autonoma del Estado de Puebla (UPAEP);Mexico;North America;Freemover;Bachelor/Master;;;;https://upaep.mx/en/;19.04824358;-98.21265835;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Regiomontana;Mexico;North America;Freemover;Bachelor/Master;;;;https://www.u-erre.mx;25.67085485;-100.3194749;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Université Mohammed V de Rabat;Morocco;Africa;Freemover;Bachelor/Master;;;;http://www.um5.ac.ma/um5/;33.99981954;-6.842151254;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Delft University of Technology;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.tudelft.nl/en/;52.00229095;4.373984293;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Groningen;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.rug.nl/?lang=en;53.21957467;6.563592765;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Tilburg University;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.tilburguniversity.edu;51.56324896;5.04400622;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universiteit Leiden;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.universiteitleiden.nl;52.15714821;4.486205771;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Utrecht University;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.uu.nl;52.08524181;5.176285554;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universiteit van Amsterdam;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://www.uva.nl;52.35593612;4.956294925;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Vrije Universiteit Amsterdam;Netherlands;Europe;Freemover;Bachelor/Master;;;;https://vu.nl/nl;52.33391412;4.866052491;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Auckland;New Zealand;Oceania;Freemover;Bachelor/Master;;;;https://www.auckland.ac.nz/en.html;-36.85175579;174.7692915;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Canterbury;New Zealand;Oceania;Freemover;Bachelor/Master;;;;https://www.canterbury.ac.nz;-43.52200279;172.5806925;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Molde University College;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.himolde.no;62.73668183;7.110241978;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Nord University;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.nord.no/en;67.28913217;14.56119292;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Norwegian University of Life Sciences (UMB);Norway;Europe;Freemover;Bachelor/Master;;;;https://www.nmbu.no;59.66863214;10.76229839;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Norwegian University of Science and Technology (NTNU), Ålesund;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.ntnu.no/alesund;62.47222573;6.235736974;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Norwegian University of Science and Technology (NTNU), Trøndheim;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.ntnu.edu;63.41956161;10.40246597;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
NTNU Trondheim Business School;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.ntnu.no/hhs;63.4153093;10.39938575;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Bergen;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.uib.no;60.38801762;5.321797813;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Oslo;Norway;Europe;Freemover;Bachelor/Master;;;;https://www.uio.no/english/;59.94057979;10.72169063;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Americana;Paraguay;South America;Freemover;Bachelor/Master;;;;https://www.americana.edu.py;-25.19655372;-57.28099821;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Lima;Peru;South America;Freemover;Bachelor/Master;;;;https://www.ulima.edu.pe;-12.08429453;-76.97081282;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Technology and Engineering UTEC;Peru;South America;Freemover;Bachelor/Master;;;;https://utec.edu.pe;-12.13497463;-77.02179778;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Warsaw;Poland;Europe;Freemover;Bachelor/Master;;;;https://en.uw.edu.pl;52.2404711;21.01908399;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Instituto Universitario de Lisboa, ISCTE Business School;Portugal;Europe;Freemover;Bachelor/Master;;;;https://ibs.iscte-iul.pt;38.74859812;-9.153230783;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Lisboa;Portugal;Europe;Freemover;Bachelor/Master;;;;https://www.ulisboa.pt/en;38.75310961;-9.161206159;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidade Fernando Pessoa;Portugal;Europe;Freemover;Bachelor/Master;;;;https://www.ufp.pt;41.1961391;-8.547984908;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Porto;Portugal;Europe;Freemover;Bachelor/Master;;;;https://www.up.pt/portal/en/;41.14742044;-8.612609895;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Qatar University;Qatar;Asia;Freemover;Bachelor/Master;;;;https://www.qu.edu.qa/sites/;25.37578021;51.48915985;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Financial University under the Government of the Russian Federation;Russia;Europe;Freemover;Bachelor/Master;;;;http://www.fa.ru/Pages/Home.aspx;55.80102363;37.52710301;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
National Research University Higher School of Economics;Russia;Europe;Freemover;Bachelor/Master;;;;https://www.hse.ru/en/;55.76161492;37.63381164;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
St. Petersburg State University of Economics;Russia;Europe;Freemover;Bachelor/Master;;;;https://en.unecon.ru;59.93296209;59.93296209;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Ljubljana;Slovenia;Europe;Freemover;Bachelor/Master;;;;https://www.uni-lj.si;46.0493427;14.50517444;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Nelson Mandela Metropolitan University;South Africa;Africa;Freemover;Bachelor/Master;;;;https://www.mandela.ac.za;-34.00796346;25.66730681;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Stellenbosch University;South Africa;Africa;Freemover;Bachelor/Master;;;;https://www.sun.ac.za/english;-33.93265645;18.86492979;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Johannesburg;South Africa;Africa;Freemover;Bachelor/Master;;;;https://www.uj.ac.za;-26.18216526;28.00357666;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Hankuk University of Foreign Studies;South Korea;Asia;Freemover;Bachelor/Master;;;;https://www.hufs.ac.kr/hufs/index.do#section1;37.59775979;127.0594117;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Korea University, Seoul;South Korea;Asia;Freemover;Bachelor;;;Only possible on Bachelors Level;https://www.korea.ac.kr/mbshome/mbs/university/index.do;37.5895151;127.0327992;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Pusan National University;South Korea;Asia;Freemover;Bachelor/Master;;;;https://www.pusan.ac.kr/eng/Main.do;35.23412581;129.0802027;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
